Store ID,Store,Region,Order ID,Reference Order ID,Invoice Number,Product ID,Order Sub ID,Date,Order Time,Product,Size,Category,Brand,Sub Category,Income Head,Barcode,SKU,Batch Variant ID,Batch Variant Name,HSN / SAC Code,Quantity Ordered,Unit,Base Price ,Net Sale ,Taxes ,Amount,Void Amount ,MRP ,Cost Price per Unit,Cost Of Goods Sold,Void Quantity,Void Date,Void Time,User,Billing User,Manufacturer ID,Manufacturer,Discount Total Value,Discount Remarks,Discount IDs,Discount Names,Coupon Code,Total Charge Value,Payment Mode,Color,School Name
49444,Brigade _ Mahadevpura,,OR11312220250501-26,,26,227,1,01-05-2025,11:59 AM,PLAT_BLK_UK7,7UK,none,Plaeto,,,,PLAT_BLK_UK7,-1,,640419,1,Piece,1609.32,1609.32,289.68,1899,,2699,0,0,0,,,mhbrigade,mhbrigade,-1,,0,,,,,0,UPI,Black,
49444,Brigade _ Mahadevpura,,OR11312220250501-27,,27,220,1,01-05-2025,12:13 PM,PLAT_BLK_13C,13C,none,Plaeto,,,,PLAT_BLK_13C,-1,,640419,1,Piece,1185.59,1185.59,213.4,1398.99,,1999,0,0,0,,,mhbrigade,mhbrigade,-1,,0,,,,,0,UPI,Black,
49444,Brigade _ Mahadevpura,,OR11312220250501-28,,28,220,1,01-05-2025,12:16 PM,PLAT_BLK_13C,13C,none,Plaeto,,,,PLAT_BLK_13C,-1,,640419,1,Piece,1185.59,1185.59,213.4,1398.99,,1999,0,0,0,,,mhbrigade,mhbrigade,-1,,0,,,,,0,Card,Black,
49444,Brigade _ Mahadevpura,,OR11312220250501-29,,29,227,1,01-05-2025,12:27 PM,PLAT_BLK_UK7,7UK,none,Plaeto,,,,PLAT_BLK_UK7,-1,,640419,1,Piece,1609.32,1609.32,289.68,1899,,2699,0,0,0,,,mhbrigade,mhbrigade,-1,,0,,,,,0,UPI,Black,
49444,Brigade _ Mahadevpura,,OR11312220250501-30,,30,225,1,01-05-2025,12:31 PM,PLAT_BLK_UK5,5UK,none,Plaeto,,,,PLAT_BLK_UK5,-1,,640419,1,Piece,1609.32,1609.32,289.68,1899,,2699,0,0,0,,,mhbrigade,mhbrigade,-1,,0,,,,,0,UPI,Black,
49444,Brigade _ Mahadevpura,,OR11312220250501-31,,31,221,1,01-05-2025,12:51 PM,PLAT_BLK_UK1,1UK,none,Plaeto,,,,PLAT_BLK_UK1,-1,,640419,1,Piece,1482.2,1482.2,266.8,1749,,2499,0,0,0,,,mhbrigade,mhbrigade,-1,,0,,,,,0,UPI,Black,
75843,Vivek_RAJ,,OR11256820250501-10,,10,2147,1,01-05-2025,1:00 PM,NAFL_PLAT_BLK_UK2,2UK,NAFL,Plaeto,,,,NAFL_PLAT_BLK_UK2,-1,,640419,1,Piece,1609.32,1609.32,289.68,1899,,2499,0,0,0,,,vivek_rjn,vivek_rjn,-1,,0,,,,,0,Card,Black,NAFL
75843,Vivek_RAJ,,OR11256820250501-10,,10,2281,2,01-05-2025,1:00 PM,NAFL_PLAT_WHT_UK2,2UK,NAFL,Plaeto,,,,NAFL_PLAT_WHT_UK2,-1,,640419,1,Piece,1609.32,1609.32,289.68,1899,,2499,0,0,0,,,vivek_rjn,vivek_rjn,-1,,0,,,,,0,Card,White,NAFL
49444,Brigade _ Mahadevpura,,OR11312220250501-32,,32,222,1,01-05-2025,1:06 PM,PLAT_BLK_UK2,2UK,none,Plaeto,,,,PLAT_BLK_UK2,-1,,640419,1,Piece,1482.2,1482.2,266.8,1749,,2499,0,0,0,,,mhbrigade,mhbrigade,-1,,0,,,,,0,Card,Black,
75843,Vivek_RAJ,,OR11256820250501-11,,11,2147,1,01-05-2025,1:07 PM,NAFL_PLAT_BLK_UK2,2UK,NAFL,Plaeto,,,,NAFL_PLAT_BLK_UK2,-1,,640419,1,Piece,1609.32,1609.32,289.68,1899,,2499,0,0,0,,,vivek_rjn,vivek_rjn,-1,,0,,,,,0,Card,Black,NAFL
87093,Vivek Tailor Whitefield,,OR11268620250501-13,,13,3714,1,01-05-2025,1:12 PM,NPS_WHTF_REBK_PROD_WHT_1US,1US,NPS WHITEFILED,Reebok,,,,NPS_WHTF_REBK_PROD_WHT_1US,-1,,,1,Piece,1948.31,1948.31,350.7,2299.01,,2699,0,0,0,,,vivek_whtf,vivek_whtf,-1,,0,,,,,0,UPI,White,NPS WHITEFILED
75843,Vivek_RAJ,,OR11256820250501-12,,12,2146,1,01-05-2025,1:22 PM,NAFL_PLAT_BLK_UK1,1UK,NAFL,Plaeto,,,,NAFL_PLAT_BLK_UK1,-1,,640419,1,Piece,1609.32,1609.32,289.68,1899,,2499,0,0,0,,,vivek_rjn,vivek_rjn,-1,,0,,,,,0,UPI,Black,NAFL
75843,Vivek_RAJ,,OR11256820250501-12,,12,2280,2,01-05-2025,1:22 PM,NAFL_PLAT_WHT_UK1,1UK,NAFL,Plaeto,,,,NAFL_PLAT_WHT_UK1,-1,,640419,1,Piece,1609.32,1609.32,289.68,1899,,2499,0,0,0,,,vivek_rjn,vivek_rjn,-1,,0,,,,,0,UPI,White,NAFL
49444,Brigade _ Mahadevpura,,OR11312220250501-33,,33,221,1,01-05-2025,1:27 PM,PLAT_BLK_UK1,1UK,none,Plaeto,,,,PLAT_BLK_UK1,-1,,640419,1,Piece,1482.2,1482.2,266.8,1749,,2499,0,0,0,,,mhbrigade,mhbrigade,-1,,0,,,,,0,UPI,Black,
49444,Brigade _ Mahadevpura,,OR11312220250501-34,,34,226,1,01-05-2025,1:31 PM,PLAT_BLK_UK6,6UK,none,Plaeto,,,,PLAT_BLK_UK6,-1,,640419,1,Piece,1609.32,1609.32,289.68,1899,,2699,0,0,0,,,mhbrigade,mhbrigade,-1,,0,,,,,0,UPI,Black,
75843,Vivek_RAJ,,OR11256820250501-13,,13,2145,1,01-05-2025,1:55 PM,NAFL_PLAT_BLK_13C,13C,NAFL,Plaeto,,,,NAFL_PLAT_BLK_13C,-1,,640419,1,Piece,1270.34,1270.34,228.66,1499,,1999,0,0,0,,,vivek_rjn,vivek_rjn,-1,,0,,,,,0,UPI,Black,NAFL
75844,Vivek_INDR,,OR11151720250501-2,,2,2851,1,01-05-2025,2:25 PM,NPS_WHITEF_PLAT_WHT_UK1,1UK,NPS Whitefield,Plaeto,,,,NPS_WHITEF_PLAT_WHT_UK1,-1,,640419,1,Piece,1609.32,1609.32,289.68,1899,,2499,0,0,0,,,vivek_ind,vivek_ind,-1,,0,,,,,0,Card,White,NPS-Whitefield
75844,Vivek_INDR,,OR11151720250501-2,,2,2832,2,01-05-2025,2:25 PM,NPS_WHITEF_PLAT_BLK_UK1,1UK,NPS Whitefield,Plaeto,,,,NPS_WHITEF_PLAT_BLK_UK1,-1,,640419,1,Piece,1609.32,1609.32,289.68,1899,,2499,0,0,0,,,vivek_ind,vivek_ind,-1,,0,,,,,0,Card,Black,NPS-Whitefield
87093,Vivek Tailor Whitefield,,OR11268620250501-14,,14,3708,1,01-05-2025,2:58 PM,NPS_WHTF_REBK_PROD_BLK_13US,13US,NPS WHITEFILED,Reebok,,,,NPS_WHTF_REBK_PROD_BLK_13US,-1,,,1,Piece,2160.17,2160.17,388.84,2549.01,,2999,0,0,0,,,vivek_whtf,vivek_whtf,-1,,0,,,,,0,Card,Black,NPS WHITEFILED
87093,Vivek Tailor Whitefield,,OR11268620250501-14,,14,3726,2,01-05-2025,2:58 PM,NPS_WHTF_REBK_PROD_WHT_13US,13US,NPS WHITEFILED,Reebok,,,,NPS_WHTF_REBK_PROD_WHT_13US,-1,,,1,Piece,2160.17,2160.17,388.84,2549.01,,2999,0,0,0,,,vivek_whtf,vivek_whtf,-1,,0,,,,,0,Card,White,NPS WHITEFILED
75843,Vivek_RAJ,,OR11256820250501-14,,14,1520,1,01-05-2025,3:09 PM,NPS_YLH_PLAT_BLK_13C,13C,NPS YELH,Plaeto,,,,NPS_YLH_PLAT_BLK_13C,-1,,640419,1,Piece,1305.08,1305.08,234.92,1540,,1999,0,0,0,,,vivek_rjn,vivek_rjn,-1,,0,,,,,0,UPI,Black,NPS-Yelahanka
75844,Vivek_INDR,,OR11151720250501-3,,3,880,1,01-05-2025,3:15 PM,NPS_INDR_PLT_BLK_UK4,4UK,NPS INDRNGR,Plaeto,,,,NPS_INDR_PLT_BLK_UK4,-1,,640419,1,Piece,1609.32,1609.32,289.68,1899,,2499,0,0,0,,,vivek_ind,vivek_ind,-1,,0,,,,,0,Card,Black,NPS-Indiranagar
75844,Vivek_INDR,,OR11151720250501-4,,4,873,1,01-05-2025,4:05 PM,NPS_INDR_PLT_BLK_10C,10C,NPS INDRNGR,Plaeto,,,,NPS_INDR_PLT_BLK_10C,-1,,640419,1,Piece,1270.34,1270.34,228.66,1499,,1999,0,0,0,,,vivek_ind,vivek_ind,-1,,0,,,,,0,Card,Black,NPS-Indiranagar
51448,DPS_WFD,,OR11303220250502-11,,11,6,1,02-05-2025,9:23 AM,PLAT_BLK_12C,12C,none,Plaeto,,,,PLAT_BLK_12C,-1,,640419,1,Piece,1380.51,1380.51,248.5,1629.01,,1999,0,0,0,,,DPS_WFD,DPS_WFD,-1,,0,,,,,0,UPI,Black,
49444,Brigade _ Mahadevpura,,OR11323220250502-1,,1,217,1,02-05-2025,9:33 AM,PLAT_BLK_10C,10C,none,Plaeto,,,,PLAT_BLK_10C,-1,,640419,1,Piece,1185.59,1185.59,213.4,1398.99,,1999,0,0,0,,,mhbrigade,mhbrigade,-1,,0,,,,,0,UPI,Black,
51448,DPS_WFD,,OR11303220250502-12,,12,12,1,02-05-2025,9:34 AM,PLAT_BLK_UK5,5UK,none,Plaeto,,,,PLAT_BLK_UK5,-1,,640419,1,Piece,1855.08,1855.08,333.92,2189,,2699,0,0,0,,,DPS_WFD,DPS_WFD,-1,,0,,,,,0,Card,Black,
51448,DPS_WFD,,OR11303220250502-13,,13,12,1,02-05-2025,9:37 AM,PLAT_BLK_UK5,5UK,none,Plaeto,,,,PLAT_BLK_UK5,-1,,640419,1,Piece,1855.08,1855.08,333.92,2189,,2699,0,0,0,,,DPS_WFD,DPS_WFD,-1,,0,,,,,0,Card,Black,
49444,Brigade _ Mahadevpura,,OR11323220250502-2,,2,220,1,02-05-2025,9:58 AM,PLAT_BLK_13C,13C,none,Plaeto,,,,PLAT_BLK_13C,-1,,640419,1,Piece,1185.59,1185.59,213.4,1398.99,,1999,0,0,0,,,mhbrigade,mhbrigade,-1,,0,,,,,0,UPI,Black,
49444,Brigade _ Mahadevpura,,OR11323220250502-3,,3,222,1,02-05-2025,10:06 AM,PLAT_BLK_UK2,2UK,none,Plaeto,,,,PLAT_BLK_UK2,-1,,640419,1,Piece,1482.2,1482.2,266.8,1749,,2499,0,0,0,,,mhbrigade,mhbrigade,-1,,0,,,,,0,UPI,Black,
49444,Brigade _ Mahadevpura,,OR11323220250502-4,,4,221,1,02-05-2025,10:16 AM,PLAT_BLK_UK1,1UK,none,Plaeto,,,,PLAT_BLK_UK1,-1,,640419,1,Piece,1482.2,1482.2,266.8,1749,,2499,0,0,0,,,mhbrigade,mhbrigade,-1,,0,,,,,0,UPI,Black,
51448,DPS_WFD,,OR11303220250502-14,,14,236,1,02-05-2025,10:18 AM,PLAT_BLK_UK3,3 UK,none,Plaeto,,,,PLAT_BLK_UK3,-1,,640419,1,Piece,1651.69,1651.69,297.3,1948.99,,2499,0,0,0,,,DPS_WFD,DPS_WFD,-1,,0,,,,,0,UPI,Black,
51448,DPS_WFD,,OR11303220250502-15,,15,11,1,02-05-2025,10:21 AM,PLAT_BLK_UK4,4UK,none,Plaeto,,,,PLAT_BLK_UK4,-1,,640419,1,Piece,1651.69,1651.69,297.3,1948.99,,2499,0,0,0,,,DPS_WFD,DPS_WFD,-1,,0,,,,,0,UPI,Black,
51448,DPS_WFD,,OR11303220250502-16,,16,236,1,02-05-2025,10:28 AM,PLAT_BLK_UK3,3 UK,none,Plaeto,,,,PLAT_BLK_UK3,-1,,640419,1,Piece,1651.69,1651.69,297.3,1948.99,,2499,0,0,0,,,DPS_WFD,DPS_WFD,-1,,0,,,,,0,UPI,Black,
51448,DPS_WFD,,OR11303220250502-17,,17,19,1,02-05-2025,10:50 AM,PLAT_BLK_UK12,12UK,none,Plaeto,,,,PLAT_BLK_UK12,-1,,640419,1,Piece,1855.08,1855.08,333.92,2189,,2699,0,0,0,,,DPS_WFD,DPS_WFD,-1,,0,,,,,0,Card,Black,
51448,DPS_WFD,,OR11303220250502-18,,18,11,1,02-05-2025,10:55 AM,PLAT_BLK_UK4,4UK,none,Plaeto,,,,PLAT_BLK_UK4,-1,,640419,1,Piece,1651.69,1651.69,297.3,1948.99,,2499,0,0,0,,,DPS_WFD,DPS_WFD,-1,,0,,,,,0,UPI,Black,
51448,DPS_WFD,,OR11303220250502-19,,19,236,1,02-05-2025,10:57 AM,PLAT_BLK_UK3,3 UK,none,Plaeto,,,,PLAT_BLK_UK3,-1,,640419,1,Piece,1651.69,1651.69,297.3,1948.99,,2499,0,0,0,,,DPS_WFD,DPS_WFD,-1,,0,,,,,0,UPI,Black,
49444,Brigade _ Mahadevpura,,OR11323220250502-5,,5,225,1,02-05-2025,11:02 AM,PLAT_BLK_UK5,5UK,none,Plaeto,,,,PLAT_BLK_UK5,-1,,640419,1,Piece,1609.32,1609.32,289.68,1899,,2699,0,0,0,,,mhbrigade,mhbrigade,-1,,0,,,,,0,UPI,Black,
51448,DPS_WFD,,OR11303220250502-20,,20,236,1,02-05-2025,11:01 AM,PLAT_BLK_UK3,3 UK,none,Plaeto,,,,PLAT_BLK_UK3,-1,,640419,1,Piece,1651.69,1651.69,297.3,1948.99,,2499,0,0,0,,,DPS_WFD,DPS_WFD,-1,,0,,,,,0,UPI,Black,
51448,DPS_WFD,,OR11303220250502-21,,21,6,1,02-05-2025,11:04 AM,PLAT_BLK_12C,12C,none,Plaeto,,,,PLAT_BLK_12C,-1,,640419,1,Piece,1380.51,1380.51,248.5,1629.01,,1999,0,0,0,,,DPS_WFD,DPS_WFD,-1,,0,,,,,0,UPI,Black,
49444,Brigade _ Mahadevpura,,OR11323220250502-6,,6,220,1,02-05-2025,11:11 AM,PLAT_BLK_13C,13C,none,Plaeto,,,,PLAT_BLK_13C,-1,,640419,1,Piece,1185.59,1185.59,213.4,1398.99,,1999,0,0,0,,,mhbrigade,mhbrigade,-1,,0,,,,,0,UPI,Black,
86775,Vydehi School,,OR11198720250502-26,,26,2106,1,02-05-2025,11:10 AM,ASPR_BLK_12C,12C,Footwear,Plaeto,,,,ASPR_BLK_12C,-1,,640419,1,Piece,939.83,939.83,169.16,1108.99,,1299,0,0,0,,,vydehi_exc,vydehi_exc,-1,,0,,,,,0,Card,Black,
51448,DPS_WFD,,OR11303220250502-22,,22,13,1,02-05-2025,11:11 AM,PLAT_BLK_UK6,6UK,none,Plaeto,,,,PLAT_BLK_UK6,-1,,640419,1,Piece,1855.08,1855.08,333.92,2189,,2699,0,0,0,,,DPS_WFD,DPS_WFD,-1,,0,,,,,0,UPI,Black,
49444,Brigade _ Mahadevpura,,OR11323220250502-7,,7,222,1,02-05-2025,11:16 AM,PLAT_BLK_UK2,2UK,none,Plaeto,,,,PLAT_BLK_UK2,-1,,640419,1,Piece,1482.2,1482.2,266.8,1749,,2499,0,0,0,,,mhbrigade,mhbrigade,-1,,0,,,,,0,Card,Black,
49444,Brigade _ Mahadevpura,,OR11323220250502-8,,8,227,1,02-05-2025,11:19 AM,PLAT_BLK_UK7,7UK,none,Plaeto,,,,PLAT_BLK_UK7,-1,,640419,1,Piece,1609.32,1609.32,289.68,1899,,2699,0,0,0,,,mhbrigade,mhbrigade,-1,,0,,,,,0,UPI,Black,
86775,Vydehi School,,OR11198720250502-27,,27,2114,1,02-05-2025,11:26 AM,ASPR_BLK_UK7,7UK,Footwear,Plaeto,,,,ASPR_BLK_UK7,-1,,640419,1,Piece,1227.97,1227.97,221.04,1449.01,,1699,0,0,0,,,vydehi_exc,vydehi_exc,-1,,0,,,,,0,Card,Black,
51448,DPS_WFD,,OR11303220250502-23,,23,9,1,02-05-2025,11:27 AM,PLAT_BLK_UK2,2UK,none,Plaeto,,,,PLAT_BLK_UK2,-1,,640419,1,Piece,1651.69,1651.69,297.3,1948.99,,2499,0,0,0,,,DPS_WFD,DPS_WFD,-1,,0,,,,,0,UPI,Black,
49444,Brigade _ Mahadevpura,,OR11323220250502-9,,9,228,1,02-05-2025,11:30 AM,PLAT_BLK_UK8,8UK,none,Plaeto,,,,PLAT_BLK_UK8,-1,,640419,1,Piece,1609.32,1609.32,289.68,1899,,2699,0,0,0,,,mhbrigade,mhbrigade,-1,,0,,,,,0,Card,Black,
51448,DPS_WFD,,OR11303220250502-24,,24,11,1,02-05-2025,11:30 AM,PLAT_BLK_UK4,4UK,none,Plaeto,,,,PLAT_BLK_UK4,-1,,640419,1,Piece,1651.69,1651.69,297.3,1948.99,,2499,0,0,0,,,DPS_WFD,DPS_WFD,-1,,0,,,,,0,Card,Black,
