Store ID,Store,Region,Order ID,Reference Order ID,Invoice Number,Product ID,Order Sub ID,Date,Order Time,Product,Size,Category,Brand,Sub Category,Income Head,Barcode,SKU,Batch Variant ID,Batch Variant Name,HSN / SAC Code,Quantity Ordered,Unit,Base Price ,Net Sale ,Taxes ,Amount,Void Amount ,MRP ,Cost Price per Unit,Cost Of Goods Sold,Void Quantity,Void Date,Void Time,User,Billing User,Manufacturer ID,Manufacturer,Discount Total Value,Discount Remarks,Discount IDs,Discount Names,Coupon Code,Total Charge Value,Payment Mode,Color,School Name
82217,BLAK_Store_SHKRNGR,,OR10606020250101-1,,1,1584,1,01-Jan-25,5:10 PM,VSHLP_PLAT_BLK_UK3,3UK,Vidyashilp Academy,Plaeto,,,,VSHLP_PLAT_BLK_UK3,-1,,640419,1,Piece,1525.42,1525.42,274.58,1800,,2499,0,0,0,,,BLAK_Store_SHKRNGR,BLAK_Store_SHKRNGR,-1,,0,,,,,0,UPI,Black,Vidyshilp
47731,Pulse Sports Warehouse,,OR9115320250102-342,,342,289,1,02-Jan-25,11:52 AM,GOP_NAT_PLT_BLK_UK6,6UK,Gopalan National,Plaeto,,,,GOP_NAT_PLT_BLK_UK6,-1,,640419,1,Piece,1694.07,1694.07,304.94,1999.01,,2699,0,0,0,,,BLRSTORE,BLRSTORE,-1,,0,,,,,0,UPI,Black,GOP-National
47731,Pulse Sports Warehouse,,OR9115320250102-343,,343,1219,1,02-Jan-25,3:07 PM,LGCY_PLT_BLK_12C,12C,none,Plaeto,,,,LGCY_PLT_BLK_12C,-1,,640419,1,Piece,1525.42,1525.42,274.58,1800,,1999,0,0,0,,,BLRSTORE,BLRSTORE,-1,,0,,,,,0,Card,Black,Legacy
47731,Pulse Sports Warehouse,,OR9115320250102-343,,343,1221,2,02-Jan-25,3:07 PM,LGCY_PLT_BLK_UK1,1UK,none,Plaeto,,,,LGCY_PLT_BLK_UK1,-1,,640419,1,Piece,1779.66,1779.66,320.34,2100,,2499,0,0,0,,,BLRSTORE,BLRSTORE,-1,,0,,,,,0,Card,Black,Legacy
47731,Pulse Sports Warehouse,,OR9115320250103-344,,344,433,1,03-Jan-25,5:41 PM,BRG_MHD_PLAT_BLK_12C,,none,Plaeto,,,,BRG_MHD_PLAT_BLK_12C,-1,,640419,1,Piece,1185.59,1185.59,213.4,1398.99,,1999,0,0,0,,,BLRSTORE,BLRSTORE,-1,,0,,,,,0,Card,Black,BRG MHD
47731,Pulse Sports Warehouse,,OR9115320250107-345,,345,784,1,07-Jan-25,10:53 AM,KINGST_PLAT_BLK_UK3,3UK,none,Plaeto,,,,KINGST_PLAT_BLK_UK3,-1,,640419,2,Piece,1483.05,2966.1,533.9,3500,,2499,0,0,0,,,BLRSTORE,BLRSTORE,-1,,0,,,,,0,UPI,Black,Kingston
82217,BLAK_Store_SHKRNGR,,OR10606020250107-2,,2,1307,1,07-Jan-25,8:47 PM,test1,,none,GOL,,,,test1,-1,,,1,Piece,0.85,0.85,0.16,1.01,,2,0,0,0,,,BLAK_Store_SHKRNGR,BLAK_Store_SHKRNGR,-1,,0,,,,,0,Card,black,Ekya
47731,Pulse Sports Warehouse,,OR9115320250109-346,,346,1106,1,09-Jan-25,5:23 PM,JKV_Adidas_10UK,,none,ADIDAS,,,,JKV_Adidas_10UK,-1,,64041990,1,Piece,2410,2410,0,2410,,3599,0,0,0,,,BLRSTORE,BLRSTORE,-1,,0,,,,,0,UPI,Black,JKV
47731,Pulse Sports Warehouse,,OR9115320250111-347,,347,346,1,11-Jan-25,12:42 PM,WGS_PLT_BLK_UK6,6UK,none,Plaeto,,,,WGS_PLT_BLK_UK6,-1,,640419,1,Piece,1635.59,1635.59,294.4,1929.99,,2699,0,0,0,,,BLRSTORE,BLRSTORE,-1,,0,,,,,0,UPI,Black,WGS
47731,Pulse Sports Warehouse,,OR9115320250113-348,,348,1307,1,13-Jan-25,12:16 PM,test1,12,none,GOL,,,,test1,-1,,,2,Piece,4.24,8.48,1.52,10,,10,0,0,0,,,BLRSTORE,BLRSTORE,-1,,0,,,,,0,Cash,black,Ekya
